DRUG_ID,DRUG_NAME,INDICATION_FDB
4148,epicriptine,Alzheimer's disease
3131,delmopinol,Dental plaque
433,bupranolol,Glaucoma
433,bupranolol,Hypertensive disorder
2255,pregabalin,Generalized anxiety disorder
1041,erdosteine,Accidental poisoning by lead and its compounds and fumes
4340,alogliptin,Diabetes mellitus type 2
2626,thiamylal,General anesthesia
4755,technetium Tc 99m tilmanocept,Diagnostic aid
1876,nalmefene,Alcoholism
1279,ganirelix,Ovulation induction
1267,gadoterate meglumine,Magnetic resonance imaging
3502,prucalopride,Constipation
4757,dimethyl fumarate,Relapsing remitting multiple sclerosis
4758,canagliflozin,Diabetes mellitus type 2
4304,dapagliflozin,Diabetes mellitus type 2
3312,ivabradine,Angina pectoris
4410,plerixafor,Multiple myeloma
4330,pixantrone,Non Hodgkin's lymphoma
4329,pasireotide,Hypercortisolism
4308,lasofoxifene,Postmenopausal osteoporosis
1672,melatonin,Disorders of initiating and maintaining sleep
4745,glycerol phenylbutyrate,Disorder of the urea cycle metabolism
24,phenylbutanoic acid,Disorder of the urea cycle metabolism
4746,pomalidomide,Multiple myeloma
4483,carfilzomib,Multiple myeloma
4747,mipomersen,Familial hypercholesterolemia homozygous
3642,vildagliptin,Diabetes mellitus type 2
4234,peginesatide,Anemia in chronic kidney disease
4654,regorafenib,Gastrointestinal stromal tumor
4749,ospemifene,Dyspareunia
4744,crofelemer,Non infective diarrhea
4748,quifenadine,Sneezing
4748,quifenadine,Seasonal allergic rhinitis
4748,quifenadine,Allergic conjunctivitis
4748,quifenadine,Allergic rhinitis
4742,bleomycin,Squamous cell carcinoma
4742,bleomycin,Hodgkin's disease
4742,bleomycin,Non Hodgkin's lymphoma
4728,tenidap,Rheumatoid arthritis
4750,cetyl alcohol,Respiratory distress syndrome in the newborn
730,colfosceril palmitate,Respiratory distress syndrome in the newborn
4738,tyloxapol,Respiratory distress syndrome in the newborn
4751,fomivirsen,Cytomegaloviral retinitis
323,benzocaine,Skin irritation
349,betamethasone acetate,Eruption of skin
432,bupivacaine,Local anesthetic intrathecal block
489,carbamazepine,Epilepsy
492,carbenicillin,Prostatitis
537,cefixime,Acute otitis media
537,cefixime,Acute exacerbation of chronic bronchitis
537,cefixime,Upper respiratory infection
530,cefazolin,Infectious disorder of joint
527,cefamandole,Bacterial peritonitis
527,cefamandole,Proteus pneumonia
556,cefprozil,Acute bacterial bronchitis
559,ceftazidime,Sepsis due to Pseudomonas
550,cefoxitin,Bacterial septicemia
555,cefpodoxime proxetil,Acute bacterial sinusitis
555,cefpodoxime proxetil,Infection of skin AND/OR subcutaneous tissue
555,cefpodoxime proxetil,Infective otitis media
564,ceftriaxone,Bacterial infection due to Serratia
564,ceftriaxone,Bacterial urinary infection
563,ceftizoxime,Peptostreptococcus infection
574,cefalotin,Haemophilus influenzae pneumonia
575,cefapirin,Staphylococcal endocarditis
565,cefuroxime,Acute bacterial sinusitis
659,ciprofloxacin,Acute gonococcal urethritis
659,ciprofloxacin,Infective otitis externa
645,cimetidine,Duodenal ulcer disease
85,aciclovir,Varicella
144,amantadine,Extrapyramidal disease
138,alprostadil,Congenital atresia of the pulmonary valve
157,amikacin,Infection due to Enterobacteriaceae
157,amikacin,Diverticulitis of gastrointestinal tract
192,amoxicillin,Acute bacterial sinusitis
197,amphotericin B,Aspergillosis
197,amphotericin B,Candidiasis of the esophagus
197,amphotericin B,Yaws
257,atorvastatin,Angina pectoris
242,aripiprazole,Bipolar disorder in remission
279,aztreonam,Infectious disease of abdomen
276,azithromycin,Pulmonary Mycobacterium avium complex infection
277,azlocillin,Aspiration pneumonia
348,betamethasone,Transplanted organ rejection
348,betamethasone,Systemic Dermatomyositis
1547,lansoprazole,Duodenal ulcer disease
1659,medroxyprogesterone,Contraception
1659,medroxyprogesterone,Secondary malignant neoplasm of kidney
1688,pecazine,Nasal congestion
1650,meclofenamic acid,Osteoarthritis
1612,lovastatin,Familial hypercholesterolemia heterozygous
1647,mechlorethamine,Hodgkin's disease
671,clemastine,Nasal congestion
671,clemastine,Dermatographic urticaria
734,cortisone acetate,Punctate keratopathy
734,cortisone acetate,Herpes zoster keratitis
814,desloratadine,Chronic idiopathic urticaria
784,darifenacin,Bladder muscle dysfunction overactive
824,dexamethasone,Otitis Externa Eczema
824,dexamethasone,Keloid scar
824,dexamethasone,Allergic conjunctivitis
842,dextromethorphan,Sneezing
852,diazepam,Alcohol withdrawal delirium
865,diclofenac,Osteoarthritis in Patients at High Ulcer Risk
913,dinoprostone,"Hydatidiform mole, benign"
961,doxycycline,Acne vulgaris
956,doxepin,"Bipolar affective disorder, current episode depression"
982,echothiophate,Glaucoma
1048,erythromycin,Diphtheria
1046,ertapenem,Post Op Gynecological Infection due to E. Coli
1046,ertapenem,Miscarriage with sepsis
1046,ertapenem,Acute bacterial peritonitis
1095,etynodiol,Contraception
1567,levodopa,Postencephalitic parkinsonism
1236,fondaparinux,Prevention of deep vein thrombosis
1261,fusidic acid,Pneumonia due to Escherichia coli
1231,folic acid,"Pregnancy, function"
1217,fludroxycortide,Discoid lupus erythematosus
1225,fluticasone propionate,Bronchospasm Prevention with COPD
1175,flavoxate,Urgent desire to urinate
1285,gemfibrozil,Hypertriglyceridemia
1286,gemifloxacin,Pneumonia due to Klebsiella pneumoniae
1280,gatifloxacin,Pneumonia due to Streptococcus
1331,griseofulvin,Tinea corporis
1344,guanidine,Eaton Lambert syndrome
1385,hydrochlorothiazide,Edema due to Hepatic Cirrhosis
1388,hydrocortisone,Blepharoconjunctivitis
1519,kanamycin,Infection of bone
1440,indomethacin,Tenosynovitis
1569,levofloxacin,Nosocomial Pneumonia due to Klebsiella Pneumoniae
1569,levofloxacin,Acute bacterial sinusitis
1955,nizatidine,Erosive esophagitis
1965,norethynodrel,Endometriosis
2034,oxymorphone,Severe Pain with Opioid Tolerance
2041,oxytetracycline,Inclusion conjunctivitis
2041,oxytetracycline,Bacterial keratitis
2129,phenindamine,Allergic conjunctivitis
2095,pentobarbital,Epilepsy
2049,aminobenzoic acid,Pemphigus
2267,primidone,Simple partial seizure
2326,pseudoephedrine,Headache disorder
2331,mepyramine,Sneezing
1028,epinephrine,Allergic Reactions
1028,epinephrine,Anaphylaxis
2415,salicylamide,Backache
2397,rofecoxib,Rheumatoid arthritis
2349,quinupristin,Streptococcus pyogenes infection
2363,remifentanil,Acute postoperative pain
2466,sparfloxacin,Streptococcus Pneumoniae Bronchitis
2142,phentolamine,Peripheral vascular disease
2187,piperacillin,Enterobacter Pneumonia
2187,piperacillin,Neisseria Gonorrhea Pelvic Cellulitis
2253,prednisone,Erythroderma
2245,prednisolone,Pneumocystosis jiroveci pneumonia
2245,prednisolone,Lichen simplex chronicus
1759,methylclothiazide,Hypertensive disorder
1747,methocarbamol,Muscle Spasm with Pain
1790,metronidazole,Intra Abdominal Peptococcus Abscess
1790,metronidazole,Amebic liver abscess
1790,metronidazole,Skin and Skin Structure Fusobacterium Infection
1814,minoxidil,Hypertensive disorder
1795,mezlocillin,Bacterial septicemia
1797,mibefradil,Hypertensive disorder
1904,nevirapine,HIV / AIDS (Human immunodeficiency virus infection)
1876,nalmefene,Poisoning by opiate analgesic drug
1981,ofloxacin,Complicated Proteus UTI
1967,norfloxacin,Acute bacterial bronchitis
1981,ofloxacin,Pyelonephritis
1967,norfloxacin,Acute bacterial peritonitis
124,allopurinol,Calcium renal calculus
192,amoxicillin,Haemophilus influenzae pneumonia
183,amlodipine,Prinzmetal angina
195,amfetamine,Obesity
198,ampicillin,Acute otitis media
197,amphotericin B,Brucellosis
257,atorvastatin,Primary Prevention of Coronary Heart Disease
257,atorvastatin,Hypercholesterolemia
2492,sulbactam,Infectious disease of abdomen
2725,triamcinolone,Angioedema
2725,triamcinolone,Autoimmune disease
2638,thiotepa,Hodgkin's disease
2661,tigecycline,Complicated Skin and Skin Structure E. Coli Infection
2680,tirofiban,Percutaneous coronary intervention
2763,triprolidine,Seasonal allergic rhinitis
2738,trientine,Renal cell carcinoma
2754,trimethobenzamide,Vomiting
2834,riboflavin,Mineral Deficiency Prevention
2777,trovafloxacin,Complicated Bacteroides Peritonitis
2777,trovafloxacin,Moraxella Catarrhalis Pneumonia
2777,trovafloxacin,Streptococcal Endomyometritis
2977,caspofungin,Candida Peritonitis
2989,calcitonin (salmon synthetic),Postmenopausal osteoporosis
3096,cholic acid,Disorder of biliary tract
3909,clindamycin phosphate,Empyema of pleura
3909,clindamycin phosphate,Infection of skin AND/OR subcutaneous tissue
4127,serine,Open angle glaucoma
4243,sodium fluoride,Vitamin deficiency
4223,vilazodone,Major depressive disorder
4211,acetic acid,Otitis externa
4240,zinc oxide,Eruption of skin
4213,hydrocortisone acetate,Blepharoconjunctivitis
4169,ceftaroline fosamil,Streptococcus pyogenes infection
4172,boceprevir,Chronic hepatitis C
4276,piperonyl butoxide,Pediculosis capitis
4265,gentamicin,Pneumonia due to Escherichia coli
4245,methyl salicylate,Backache
4246,Polymyxin B,Infective blepharitis
4433,calcium glucoheptonate,Hypermagnesemia
4477,sodium citrate,Common cold
4456,hydrocortisone succinate,Humoral hypercalcemia of malignancy
4456,hydrocortisone succinate,Psoriasis with arthropathy
4459,procaine benzylpenicillin,Gingivostomatitis
4380,desvenlafaxine,Major depressive disorder
4507,halcinonide,Primary cutaneous T cell lymphoma
4507,halcinonide,Discoid lupus erythematosus
4532,mangafodipir,Magnetic resonance imaging of liver
4515,magnesium gluconate,Indigestion
546,cefotaxime,Streptococcal Peritonitis
546,cefotaxime,Sepsis due to Staphylococcus aureus
535,cefepime,Complicated Proteus UTI
559,ceftazidime,Infection of bone
550,cefoxitin,Bacterial urinary infection
550,cefoxitin,Vaginal Hysterectomy Infection Prevention
564,ceftriaxone,Prevention of Meningococcal Meningitis
564,ceftriaxone,Klebsiella Pneumoniae Peritonitis
563,ceftizoxime,Streptococcus pyogenes infection
563,ceftizoxime,Proteus urinary tract infection
563,ceftizoxime,Gonorrhea of rectum
576,cefradine,Infection of bone
575,cefapirin,Staphylococcus Aureus Urinary Tract Infection
575,cefapirin,Bacterial infection due to Klebsiella pneumoniae
725,codeine,Sneezing
728,colestipol,Hypercholesterolemia
749,cyclizine,Cough
757,cyclopentolate,Perioperative Mydriasis
765,cyproheptadine,Nasal discharge
802,demeclocycline,Trachoma
786,daunorubicin,Acute lymphoid leukemia
780,dantrolene,Malignant hyperthermia
824,dexamethasone,Post Op Ocular Inflammation
824,dexamethasone,Branch retinal vein occlusion with macular edema
839,dexrazoxane,Extravasation Injury from Anthracycline Injection
863,dichlorophen,Angle closure glaucoma
961,doxycycline,Infection of skin AND/OR subcutaneous tissue
941,docusate sodium,Megaloblastic anemia due to folate deficiency
934,levomenthol,Pityriasis versicolor
565,cefuroxime,Klebsiella cystitis
565,cefuroxime,Acute maxillary sinusitis
577,cerivastatin,Hypercholesterolemia
645,cimetidine,Upper gastrointestinal hemorrhage
669,clavulanic acid,Escherichia coli urinary tract infection
669,clavulanic acid,Pneumonia due to Klebsiella pneumoniae
668,clarithromycin,Acute maxillary sinusitis
281,bacitracin,Corneal abrasion
279,aztreonam,Bacterial infection due to Serratia
279,aztreonam,Enterobacter Pneumonia
348,betamethasone,Plaque psoriasis
435,bupropion,Nicotine dependence
1960,norepinephrine,Acute exacerbation of asthma
1962,norethisterone,Female hypogonadism syndrome
2041,oxytetracycline,Rocky Mountain spotted fever
1032,eplerenone,Hypertensive disorder
1048,erythromycin,Rheumatic Fever Prevention
1103,etodolac,Pain
1261,fusidic acid,Furunculosis
1261,fusidic acid,Bacterial keratitis
1225,fluticasone propionate,Seborrheic dermatitis
1261,fusidic acid,Gingivostomatitis
1209,fluoxetine,Depressive disorder
1205,fluocinonide,Lichen simplex chronicus
1336,guaifenesin,Headache disorder
1286,gemifloxacin,Acute bacterial bronchitis
1331,griseofulvin,Tinea cruris
1384,hydralazine,Chronic heart failure
1399,hydroxycarbamide,Malignant tumor of head and/or neck
1393,hydromorphone,Common cold
1388,hydrocortisone,Bacterial keratitis
1388,hydrocortisone,Uveitis
1527,ketoconazole,Candidiasis of mouth
1505,isosorbide dinitrate,Chronic heart failure
1513,itraconazole,Candidemia
1426,imipenem,Pneumonia due to Streptococcus
1579,lidocaine,Local anesthesia
1688,pecazine,Angioedema
1709,meropenem,Infection due to Pseudomonas aeruginosa
1662,medrysone,Rosacea
1662,medrysone,Post Op Ocular Inflammation
1647,mechlorethamine,Polycythemia vera
1647,mechlorethamine,Malignant tumor of lung
1585,liothyronine,Malignant tumor of thyroid gland
1606,lorazepam,Lennox Gastaut syndrome
1634,maprotiline,Mixed anxiety and depressive disorder
1611,loteprednol etabonate,Iritis
1641,mebendazole,Ancylostoma Duodenale Infection
1736,methanthelinium,Peptic ulcer
1738,methapyrilene,Vasomotor rhinitis
1836,montelukast,Asthma management
1786,metoprolol,Hypertensive disorder
1883,naproxen,Joint pain
1981,ofloxacin,Acute bacterial sinusitis
1981,ofloxacin,Escherichia coli urinary tract infection
1967,norfloxacin,Pneumonia due to Pseudomonas
1981,ofloxacin,Chronic Escherichia coli Prostatitis
2497,sulfacetamide,Trachoma
2459,sorafenib,Renal cell carcinoma
2492,sulbactam,Rhinoscleroma
2620,theophylline,Disorder of lung
2571,tazarotene,Benign Facial Lentigine
2725,triamcinolone,Asthma
2656,ticarcillin,Serratia Urinary Tract Infection
2656,ticarcillin,Enterobacter Pneumonia
2621,thiabendazole,Cutaneous larva migrans
2816,verteporfin,Choroidal retinal neovascularization
2806,valsartan,Chronic heart failure
2977,caspofungin,Candida Pleural Space Infection
3135,desonide,Plaque psoriasis
2959,lypressin,Partial Central Diabetes Insipidus
2846,voriconazole,Fusarium infection
2868,zoledronic acid,Glucocorticoid Induced Osteoporosis
2869,zolmitriptan,Migraine
3909,clindamycin phosphate,Osteomyelitis due to Staphylococcus aureus
2727,triamcinolone diacetate,Psoriasis with arthropathy
2749,alimemazine,Sneezing
2727,triamcinolone diacetate,Erythema multiforme
2726,triamcinolone acetonide,Scalp psoriasis
2042,oxytocin,Pregnancy with abortive outcome
2146,phenylephrine,Cough
2187,piperacillin,Infection due to Pseudomonas aeruginosa
2187,piperacillin,Proteus septicemia
2187,piperacillin,Acute gonococcal endometritis
2253,prednisone,Systemic Dermatomyositis
2253,prednisone,Acute lymphoid leukemia
2245,prednisolone,Sympathetic uveitis
2245,prednisolone,Mycosis fungoides
2241,praziquantel,Schistosomiasis due to S. Japonicum
2286,promethazine,Seasonal allergic rhinitis
2276,procyclidine,Parkinson's disease
2308,propylthiouracil,Thyrotoxic crisis
2373,ribavirin,Chronic hepatitis C
563,ceftizoxime,Escherichia coli urinary tract infection
563,ceftizoxime,Skin and Skin Structure Bacteroides Fragilis Infection
575,cefapirin,Staphylococcal septicemia
575,cefapirin,Streptococcus pyogenes infection
575,cefapirin,Skin and Skin Structure Proteus Infection
565,cefuroxime,Haemophilus influenzae pneumonia
591,chlorazanil,Prevention of Vitamin B12 Deficiency
589,chloramphenicol,Meningococcal meningitis
4111,besifloxacin,Bacterial conjunctivitis
4213,hydrocortisone acetate,Systemic lupus erythematosus
4213,hydrocortisone acetate,Cerebral edema
4162,dexlansoprazole,Maintenance of Healing Erosive Esophagitis
4265,gentamicin,Synergy for Escherichia Coli Meningitis
4265,gentamicin,Synergy for Staphylococcal Infections
4271,"sodium phosphate, monobasic",Urinary tract infectious disease
4265,gentamicin,Sepsis due to Gram negative bacteria
4268,allantoin,Itching of skin
4269,zinc acetate,Eruption of skin
4456,hydrocortisone succinate,Psoriasis
4456,hydrocortisone succinate,Acquired thrombocytopenia
4485,diflorasone diacetate,Pruritus ani
4383,calcium lactate,Cardiac arrest
4293,magnesium oxide,Incomplete passage of stool
4290,magnesium sulfate,Eclampsia in pregnancy
4287,calcium acetate,Disorder of electrolytes
52,paracetamol,Pain
114,alfentanil,General anesthesia
163,aminocaproic acid,Hyperfibrinolysis Induced Hemorrhage
192,amoxicillin,Streptococcus Pneumoniae Chronic Bronchitis
198,ampicillin,Acute bacterial epiglottitis
198,ampicillin,Septicemia due to Escherichia coli
198,ampicillin,Cholangitis
210,anastrozole,Hormone receptor positive malignant neoplasm of breast
279,aztreonam,Bacterial infection due to Klebsiella pneumoniae
280,bacampicillin,Gonorrhea
276,azithromycin,Streptococcal tonsillitis
349,betamethasone acetate,Humoral hypercalcemia of malignancy
